draft_year,draft_round,draft_pick,draft_team,draft_pos,college,draft_age,pfr_id,pid
1989,12,308,DAL,WR,TCU,23.0,AnkrSc20,
1989,12,311,KAN,RB,Texas St.,22.0,JoneBi00,
1989,12,316,WAS,TE,Howard,22.0,JohnJi00,
1989,12,317,WAS,RB,Mississippi,23.0,MickJo21,
1990,1,1,IND,QB,Illinois,22.0,GeorJe00,P0177
1990,1,2,NYJ,RB,Penn St.,22.0,ThomBl00,
1990,1,7,DET,QB,Houston,22.0,WareAn00,
1990,1,17,DAL,RB,Florida,21.0,SmitEm00,P0067
1990,1,19,GNB,RB,Minnesota,22.0,ThomDa01,
1990,1,20,ATL,RB,Washington St.,23.0,BrouSt00,
1990,1,21,PIT,TE,Liberty,23.0,GreeEr00,
1990,1,24,NYG,RB,Georgia,21.0,HampRo00,
1990,1,25,SFO,RB,Florida St.,22.0,CartDe00,
1990,2,26,DAL,WR,Auburn,23.0,WrigAl00,
1990,2,28,NYJ,WR,West Virginia,23.0,RembRe00,
1990,2,30,TAM,RB,Tennessee,22.0,CobbRe00,
1990,2,31,PHO,RB,Indiana,23.0,ThomAn00,
1990,2,36,IND,RB,Notre Dame,22.0,JohnAn00,P0234
1990,2,38,CIN,RB,South Carolina,22.0,GreeHa00,
1990,2,42,BUF,FB,Louisville,23.0,GardCa00,
1990,2,45,CLE,RB,Michigan,22.0,HoarLe00,
1990,2,50,PHI,WR,Illinois,24.0,BellMi21,
1990,3,54,MIN,TE,Texas A&M,23.0,JoneMi01,
1990,3,58,PHO,WR,Wake Forest,22.0,ProeRi00,P0142
1990,3,59,NWE,QB,LSU,23.0,HodsTo00,
1990,3,63,CHI,QB,Florida St.,23.0,WillPe00,
1990,3,67,SDG,TE,East Carolina,23.0,WilsWa01,
1990,3,68,SFO,WR,Florida St.,22.0,LewiRo01,
1990,3,70,PIT,QB,Maryland,24.0,ODonNe00,
1990,3,77,PHI,WR,Arkansas St.,24.0,BarnFr00,
1990,3,80,NWE,WR,Michigan,22.0,McMuGr00,
1990,4,83,IND,WR,Florida,22.0,SimmSt20,
1990,4,84,NYJ,QB,California,22.0,TaylTr00,
1990,4,86,WAS,QB,Washington,22.0,ConkCa00,
1990,4,87,TAM,TE,Mississippi St.,24.0,AndeJe00,
1990,4,89,SEA,RB,Ferrum,22.0,WarrCh00,P0134
1990,4,93,MIA,QB,Utah,22.0,MitcSc00,P0246
1990,4,96,KAN,WR,Grambling St.,23.0,JoneFr01,
1990,4,97,PIT,WR,Michigan,22.0,CallCh00,
1990,4,100,BUF,RB,LSU,22.0,FullEd20,
1990,4,102,GNB,TE,La-Monroe,22.0,HarrJa00,P0140
1990,5,115,PHO,FB,S.F. Austin,22.0,CentLa00,P0076
1990,5,116,MIN,WR,Bowling Green,22.0,ThorRe20,
1990,5,117,CHI,RB,Oregon St.,23.0,ChafPa00,
1990,5,118,DET,WR,Colorado,22.0,CampJe00,
1990,5,122,CIN,WR,Arizona St.,25.0,JameLy00,
1990,5,125,NOR,TE,UCLA,21.0,ArbuCh00,
1990,5,128,PIT,RB,Arkansas,21.0,FostBa00,
1990,5,130,WAS,RB,Louisiana,22.0,MitcBr00,P0182
1990,5,131,MIN,FB,Florida,22.0,SmitCe00,
1990,5,132,GNB,WR,Memphis,22.0,WilsCh00,
1990,5,133,PHI,WR,Purdue,23.0,WillCa00,
1990,5,135,NYG,QB,Pacific Lutheran,23.0,KuppCr20,
1990,6,138,SDG,QB,Idaho,23.0,FrieJo00,
1990,6,139,ATL,RB,Cal State-Fullerton,22.0,PrinMi20,
1990,6,140,NYJ,WR,New Mexico,23.0,MathTe00,P0094
1990,6,141,TAM,RB,Louisiana Tech,22.0,DougDe20,
1990,6,142,PHO,WR,Lamar,22.0,ShavTy20,
1990,6,149,RAI,RB,Virginia,22.0,WilsMa20,
1990,6,153,HOU,WR,Texas,24.0,JoneTo00,
1990,6,156,NOR,QB,Maine,23.0,BuckMi00,
1990,6,161,RAM,WR,Washington St.,24.0,StalTi20,
1990,6,163,SDG,TE,Michigan,23.0,WalkDe00,
1990,6,164,DEN,TE,LSU,22.0,HaliRo20,
1990,7,169,PHO,RB,San Jose St.,22.0,JohnJo00,
1990,7,178,CLE,TE,USC,23.0,GalbSc00,
1990,7,187,SDG,WR,Oregon Tech,23.0,LewiNa00,
1990,7,192,DEN,TE,Savannah St.,22.0,SharSh00,P0072
1990,8,194,DET,WR,Mississippi,24.0,GreeWi00,
1990,8,200,CHI,RB,Arkansas,23.0,RousJa20,
1990,8,204,CIN,TE,Washington St.,23.0,WellDo21,
1990,8,206,IND,TE,Nebraska,24.0,ClarKe00,
1990,9,223,NYJ,WR,Miami (FL),23.0,DawkDa00,
1990,9,228,CHI,RB,Texas A&M-Kingsville,23.0,BailJo00,
1990,9,232,IND,WR,Boston Univ.,23.0,HuffDa20,
1990,9,237,HOU,WR,Mississippi,23.0,ColePa00,
1990,9,240,CLE,WR,Southern Miss,22.0,RoweEu20,
1990,9,241,MIN,RB,Clemson,22.0,AlleTe00,P0277
1990,9,245,RAM,WR,Florida,22.0,LomaTo20,
1990,10,249,MIN,WR,Utah St.,21.0,NewmPa00,
1990,11,281,TAM,WR,Florida St.,22.0,AnthTe21,
1990,11,283,SDG,TE,Missouri,23.0,StowTo20,
1990,11,292,BUF,WR,Northwestern St. (LA),23.0,EdwaAl00,
1990,12,313,DET,WR,San Diego St.,23.0,ClaiRo20,
1990,12,319,PIT,RB,Nebraska,23.0,BellRi00,
1990,12,328,RAM,RB,Northern Arizona,22.0,LangDa00,
1991,1,10,DET,WR,Virginia,21.0,MoorHe00,P0141
1991,1,12,DAL,WR,Tennessee,23.0,HarpAl00,
1991,1,13,ATL,WR,Colorado,21.0,PritMi00,
1991,1,14,NWE,RB,Arizona St.,21.0,RussLe00,
1991,1,16,SEA,QB,San Diego St.,23.0,McGwDa00,
1991,1,21,KAN,RB,LSU,24.0,WillHa00,
1991,1,23,MIA,WR,Miami (FL),21.0,HillRa00,
1991,1,24,RAI,QB,USC,22.0,MariTo00,
1991,1,27,NYG,FB,Michigan,23.0,BuncJa00,
1991,2,30,DEN,TE,Florida St.,23.0,JohnRe00,
1991,2,33,ATL,QB,Southern Miss,21.0,FavrBr00,P0053
1991,2,34,NYJ,QB,Louisville,23.0,NaglBr00,
1991,2,39,SDG,RB,Colorado,22.0,BienEr00,
1991,2,42,NOR,WR,Miami (FL),24.0,CarrWe00,
1991,2,43,RAI,RB,Iowa,23.0,BellNi00,
1991,2,45,SFO,RB,Notre Dame,22.0,WattRi00,P0013
1991,2,46,PIT,WR,Ohio St.,22.0,GrahJe00,P0077
1991,2,51,SEA,WR,Clemson,21.0,ThomDo00,
1991,3,58,DET,WR,Texas-El Paso,22.0,BarrRe00,
1991,3,60,MIA,RB,Fresno St.,22.0,CravAa00,
1991,3,66,TAM,WR,Florida St.,23.0,DawsLa00,
1991,3,68,MIN,WR,Grambling St.,23.0,ReedJa00,P0304
1991,3,73,PIT,WR,Florida,22.0,MillEr00,
1991,3,74,SEA,WR,Penn St.,21.0,DaniDa00,
1991,3,76,WAS,RB,USC,22.0,ErviRi00,
1991,3,77,KAN,WR,Jackson St.,23.0,BarnTi00,
1991,3,80,TAM,RB,Texas A&M,22.0,WilsRo00,
1991,3,81,GNB,FB,Tennessee,21.0,WebbCh20,
1991,3,83,NYG,WR,Stanford,23.0,McCaEd00,P0017
1991,4,84,NWE,QB,Maryland,23.0,ZolaSc00,
1991,4,89,DEN,WR,Arkansas,22.0,RussDe00,
1991,4,90,SDG,WR,Winston-Salem St.,22.0,ThigYa00,P0209
1991,4,92,MIN,RB,Mississippi,24.0,BaldRa00,
1991,4,97,DAL,RB,Pittsburgh,22.0,RichCu00,
1991,4,99,CIN,QB,Rice,23.0,HollDo00,
1991,4,100,RAI,WR,Notre Dame,21.0,IsmaRa00,P0172
1991,4,103,PIT,TE,Oklahoma,23.0,CoopAd00,
1991,4,106,DAL,QB,Oregon,23.0,MusgBi00,
1991,4,109,CIN,WR,Syracuse,23.0,CarpRo00,
1991,5,112,NWE,RB,Michigan,21.0,VaugJo00,
1991,5,115,DEN,RB,Washington,22.0,LewiGr00,
1991,5,123,SDG,TE,Michigan St.,23.0,YounDu00,
1991,5,124,NWE,TE,Livingstone,22.0,CoatBe00,
1991,5,125,IND,TE,Texas,22.0,CashKe01,
1991,5,129,HOU,WR,USC,24.0,WellGa00,
1991,5,131,PHI,QB,Miami (FL),22.0,EricCr00,
1991,5,134,CHI,WR,Tennessee,23.0,MorgAn00,
1991,6,141,CLE,WR,Southern Miss,22.0,JackMi00,
1991,6,145,ATL,RB,North Texas,22.0,PegrEr00,
1991,6,149,GNB,RB,Grambling St.,23.0,DeanWa20,
1991,6,154,NOR,RB,Mississippi Col.,23.0,McAfFr00,
1991,6,158,PIT,RB,Penn St.,22.0,ThomLe00,
1991,6,161,CHI,RB,Texas A&M,22.0,LewiDa00,
1991,7,171,PHO,RB,Ark-Pine Bluff,22.0,BrowIv00,
1991,7,177,SDG,TE,Delaware St.,22.0,JoneDa24,
1991,7,187,PHI,RB,Auburn,23.0,JoseJa00,
1991,7,188,WAS,TE,Texas,22.0,CashKe00,
1991,7,190,CHI,QB,Arizona St.,23.0,JustPa00,
1991,7,193,SFO,RB,San Jose St.,23.0,CanlSh20,
1991,8,204,PHO,TE,Toledo,22.0,EvanJe00,
1991,8,205,DET,RB,TCU,23.0,JackCe20,
1991,8,210,NOR,TE,Northern Colorado,23.0,WainFr00,
1991,8,211,CIN,RB,South Carolina,22.0,DingMi00,
1991,8,214,HOU,RB,Penn St.,22.0,BrowGa00,
1991,8,221,SFO,WR,Oregon,23.0,HargTo00,
1991,8,222,BUF,WR,Anderson (IN),23.0,LambBr00,
1991,9,235,DAL,WR,Missouri,23.0,MaysDa20,
1991,9,236,IND,RB,Illinois,23.0,GrifHo00,
1991,9,238,PIT,TE,Virginia,23.0,McGoBr20,
1991,9,240,HOU,WR,Central Florida,22.0,JeffSh00,P0090
1991,9,241,CIN,WR,Texas A&M,23.0,GarrSh20,
1991,9,242,PHI,RB,Houston,23.0,WeatCh20,
1991,9,246,MIA,WR,UCLA,22.0,MillSc00,
1991,10,274,RAI,TE,Grambling St.,24.0,GlovAn00,P0174
1991,11,284,DEN,QB,Virginia,23.0,MoorSh00,
1991,11,300,KAN,WR,Ohio St.,22.0,OlivBo20,
1991,11,306,NYG,TE,Portland St.,24.0,PopsTe00,
1991,12,310,ATL,RB,Northwestern,22.0,ChriBo00,P0165
1991,12,312,RAM,RB,Indiana,21.0,ThomEr00,
1991,12,317,SDG,RB,Texas,22.0,SamuCh20,
1991,12,325,HOU,WR,Miami (FL),23.0,JohnAl24,
1991,12,326,WAS,WR,UNLV,21.0,McCaKe00,P0038
1992,1,4,WAS,WR,Michigan,22.0,HowaDe00,
1992,1,6,CIN,QB,Houston,23.0,KlinDa00,
1992,1,9,CLE,RB,Stanford,23.0,VardTo00,
1992,1,14,NYG,TE,Notre Dame,22.0,BrowDe00,
1992,1,15,NYJ,TE,Nebraska,21.0,MitcJo00,
1992,1,19,ATL,RB,Southern Miss,22.0,SmitTo00,
1992,1,21,NOR,RB,Indiana,24.0,DunbVa00,
1992,1,25,DEN,QB,UCLA,21.0,MaddTo00,P0343
1992,2,31,CIN,WR,Tennessee,22.0,PickCa00,
1992,2,36,DAL,WR,Jackson St.,23.0,SmitJi00,P0029
1992,2,40,KAN,QB,Virginia,23.0,BlunMa00,
1992,2,44,TAM,WR,Michigan St.,22.0,HawkCo00,P0218
1992,2,45,SFO,RB,Florida St.,20.0,LeexAm00,
1992,2,46,PHO,QB,Penn St.,22.0,SaccTo00,
1992,2,48,PHI,RB,Alabama,24.0,StacSi20,
1992,2,52,CLE,WR,San Diego St.,23.0,RowePa20,
1992,3,60,RAM,WR,LSU,23.0,KincTo00,
1992,3,62,GNB,WR,South Carolina,22.0,BrooRo00,
1992,3,63,SDG,WR,Pasadena CC,23.0,EthrRa20,
1992,3,69,NYG,TE,Washington,23.0,PierAa00,
1992,3,71,NWE,FB,Alabama,23.0,TurnKe00,
1992,3,79,TAM,TE,Mississippi,21.0,ArmsTy00,
1992,3,81,DET,TE,Southern,22.0,McLeTh20,
1992,4,85,IND,RB,Notre Dame,22.0,CulvRo00,
1992,4,92,PHI,RB,Notre Dame,23.0,BrooTo21,
1992,4,94,PIT,WR,North Carolina St.,23.0,DaveCh00,
1992,4,102,PHI,QB,Florida St.,23.0,WeldCa00,
1992,4,103,GNB,RB,Florida St.,23.0,BennEd00,
1992,4,107,CHI,QB,Virginia Tech,24.0,FurrWi00,
1992,5,115,CIN,TE,North Carolina A&T,23.0,ThomCr00,
1992,5,119,GNB,FB,Florida,23.0,McNaDe20,
1992,5,134,CHI,TE,North Carolina St.,23.0,HarrTo21,
1992,5,138,NOR,WR,Alcorn St.,22.0,SmalTo00,P0126
1992,6,143,CLE,WR,Colorado,23.0,SmitRi00,
1992,6,150,SEA,RB,Arizona,22.0,BateMi00,
1992,6,157,GNB,TE,Boston Col.,23.0,ChmuMa00,
1992,6,160,PHI,WR,Hawaii,22.0,SyndJe00,
1992,6,166,NYJ,QB,East Carolina,21.0,BlakJe00,P0106
1992,6,167,BUF,TE,Nebraska,23.0,TurnNa00,
1992,6,168,WAS,TE,San Diego St.,23.0,RoweRa20,
1992,7,174,SDG,TE,North Carolina,23.0,MayxDe00,
1992,7,175,PHO,TE,Central Oklahoma,24.0,WareDe00,
1992,7,179,PIT,TE,Kansas St.,23.0,CampRu20,
1992,7,185,RAI,TE,UCLA,23.0,SmitKe24,
1992,7,188,PIT,RB,Ohio St.,23.0,GrahSc00,
1992,7,191,MIA,TE,Pittsburgh,22.0,MoorDa00,P0168
1992,8,200,TAM,RB,Texas Tech,23.0,McDoAn00,
1992,8,202,PHO,WR,North Carolina,21.0,BlouEr00,
1992,8,204,NWE,RB,USC,24.0,LockSc00,
1992,8,205,NWE,FB,Penn St.,23.0,GashSa00,
1992,8,211,NYG,QB,Ohio St.,23.0,GrahKe00,
1992,8,212,IND,RB,Miss. Valley St.,23.0,HumpRo00,
1992,8,216,ATL,RB,NE State (OK),24.0,MoorDe00,
1992,8,220,HOU,QB,Texas A&M,23.0,RichBu00,
1992,9,225,IND,WR,South Carolina,23.0,MillEd21,
1992,9,226,CIN,RB,Houston,22.0,MileOs00,
1992,9,227,MIN,QB,Florida St.,23.0,JohnBr00,P0123
1992,9,228,RAM,QB,Tulsa,23.0,RublTJ00,
1992,9,230,GNB,QB,BYU,24.0,DetmTy00,
1992,9,231,SDG,WR,Hampton,24.0,BarnJo00,
1992,9,237,MIN,WR,Pittsburg St.,24.0,WestRo20,
1992,9,239,PHO,WR,Western Ontario,22.0,WillTy22,
1992,9,251,BUF,WR,Stanford,23.0,WalsCh00,
1992,10,255,RAM,RB,Eastern Kentucky,24.0,LestTi00,
1992,10,276,NOR,WR,Tennessee St.,22.0,DowdMa00,
1992,10,279,BUF,WR,Wisconsin–Stevens Point,24.0,RoseBa20,
1992,11,284,TAM,RB,USC,22.0,RoysMa00,
1992,11,292,NYG,WR,Grambling St.,24.0,SingNa00,
1992,11,295,MIN,RB,Clark (GA),25.0,EvanCh00,
1992,11,305,DEN,WR,Alcorn St.,22.0,TillCe00,
1992,11,306,DET,FB,NW Missouri St.,23.0,TillEd20,
1992,11,307,BUF,TE,Toledo,24.0,MarrVi20,
1992,12,323,NYG,WR,Indiana St.,21.0,SwanCh20,
1992,12,334,DEN,WR,Virginia Tech,23.0,GranJo20,
1993,1,1,NWE,QB,Washington St.,21.0,BledDr00,P0057
1993,1,2,SEA,QB,Notre Dame,23.0,MireRi00,P0438
1993,1,3,PHO,RB,Georgia,22.0,HearGa00,P0252
1993,1,7,CHI,WR,USC,22.0,ConwCu00,P0086
1993,1,10,RAM,RB,Notre Dame,21.0,BettJe00,P0055
1993,1,16,IND,WR,California,22.0,DawkSe00,P0078
1993,1,20,NOR,TE,Notre Dame,21.0,SmitIr00,
1993,1,21,MIN,RB,Ohio St.,21.0,SmitRo00,P0021
1993,1,25,MIA,WR,Penn St.,23.0,McDuO.00,
1993,2,37,CIN,TE,Michigan,22.0,McGeTo00,P0196
1993,2,39,RAM,TE,Penn St.,23.0,DrayTr00,
1993,2,41,SDG,RB,North Carolina,21.0,MeanNa00,
1993,2,43,DEN,RB,Stanford,22.0,MilbGl00,
1993,2,45,WAS,RB,Notre Dame,22.0,BrooRe00,
1993,2,46,DAL,WR,Miami (FL),22.0,WillKe00,
1993,2,49,IND,RB,La-Monroe,22.0,PottRo00,
1993,2,50,PHI,WR,Missouri,23.0,BailVi00,
1993,2,52,MIN,WR,Syracuse,22.0,IsmaQa00,P0101
1993,2,56,NWE,WR,La-Monroe,22.0,BrisVi00,
1993,3,58,RAI,QB,Washington,22.0,HobeBi00,
1993,3,60,TAM,WR,Miami (FL),23.0,ThomLa00,
1993,3,61,CHI,TE,Syracuse,23.0,GednCh00,
1993,3,73,RAM,RB,California,22.0,WhitRu20,
1993,3,76,PIT,WR,Georgia,22.0,HastAn00,
1993,3,78,MIA,RB,Virginia,23.0,KirbTe00,
1993,4,87,PHO,RB,Pittsburg St.,23.0,MoorRo01,
1993,4,89,NOR,FB,Fresno St.,22.0,NealLo00,P0552
1993,4,91,TAM,RB,Clemson,21.0,HarrRu20,
1993,4,94,DAL,RB,Alabama,23.0,LassDe00,
1993,4,98,DEN,TE,Idaho,23.0,RobiJe00,
1993,4,102,HOU,WR,USC,23.0,HannTr00,
1993,4,104,TAM,WR,Miami (FL),22.0,CopeHo00,
1993,4,109,NOR,RB,Nebraska,22.0,BrowDe01,
1993,4,111,BUF,WR,Memphis,21.0,CopeRu00,
1993,5,114,SEA,WR,Hampton,24.0,WarrTe20,
1993,5,115,NYJ,TE,Auburn,22.0,BaxtFr00,P0328
1993,5,118,GNB,QB,Washington,22.0,BrunMa00,P0042
1993,5,120,NYJ,RB,West Virginia,22.0,MurrAd00,
1993,5,122,RAM,WR,UCLA,23.0,LaChSe00,
1993,5,125,RAI,WR,Mississippi St.,22.0,TruiOl00,
1993,5,126,DEN,RB,UCLA,23.0,WillKe23,
1993,5,129,NYJ,WR,Northern Iowa,22.0,ShedKe00,
1993,5,138,NWE,TE,Arizona,24.0,GrifRi00,
1993,6,144,NYJ,FB,Penn St.,21.0,AndeRi00,P0065
1993,6,151,ATL,TE,Michigan St.,23.0,LyonMi00,
1993,6,154,DEN,WR,Baylor,23.0,BonnMe20,
1993,6,157,IND,TE,Miami (FL),23.0,EtheCa20,
1993,6,160,WAS,TE,Maryland,21.0,WychFr00,P0084
1993,7,169,DEN,TE,Washington St.,24.0,WillCl21,
1993,7,174,DET,RB,Michigan St.,22.0,HallTy00,
1993,7,176,TAM,WR,Central Arkansas,22.0,DaviTy20,
1993,7,182,DEN,WR,Jackson St.,22.0,KimbTo00,
1993,7,186,KAN,WR,Iowa,22.0,HughDa00,
1993,7,187,HOU,WR,Tennessee St.,23.0,RobiPa20,
1993,7,189,PIT,TE,Lenoir-Rhyne,22.0,KeitCr20,
1993,7,190,PHI,TE,Oklahoma,22.0,MickJo20,
1993,7,192,MIN,QB,Miami (FL),23.0,ToreGi00,
1993,8,198,NWE,WR,Marshall,22.0,BrowTr00,P0050
1993,8,205,ATL,WR,Florida St.,22.0,BakeSh20,
1993,8,208,RAI,RB,La-Monroe,24.0,RobiGr00,
1993,8,210,DEN,WR,Ohio St.,23.0,StabBr00,
1993,8,215,PHO,WR,Grambling St.,23.0,AndeSt00,
1993,8,216,PIT,QB,Pittsburgh,23.0,VanPAl00,P0273
1993,8,219,SFO,QB,Michigan,23.0,GrbaEl00,P0028
1993,8,222,SDG,QB,Indiana,23.0,GreeTr00,P0100
1994,1,2,IND,RB,San Diego St.,21.0,FaulMa00,P0001
1994,1,3,WAS,QB,Tennessee,22.0,ShulHe00,
1994,1,6,TAM,QB,Fresno St.,22.0,DilfTr00,P0151
1994,1,17,PIT,WR,Colorado,22.0,JohnCh00,P0081
1994,1,21,DET,WR,USC,22.0,MortJo00,P0083
1994,1,24,NYG,WR,Indiana,22.0,LewiTh00,
1994,1,25,KAN,RB,Texas A&M,22.0,HillGr00,
1994,1,28,SFO,FB,Florida St.,22.0,FloyWi00,P0238
1994,1,29,CLE,WR,Michigan,22.0,AlexDe00,P0020
1994,2,30,CIN,WR,San Diego St.,22.0,ScotDa00,P0262
1994,2,33,RAM,WR,Memphis,21.0,BrucIs00,P0019
1994,2,34,TAM,RB,Florida,23.0,RhetEr00,P0222
1994,2,35,NWE,WR,Alabama,23.0,LeexKe00,
1994,2,38,ARI,RB,Arizona,22.0,LevyCh00,
1994,2,40,MIN,WR,Alabama,21.0,PalmDa00,
1994,2,41,NYJ,WR,Wyoming,23.0,YarbRy00,
1994,2,42,PHI,RB,Tennessee,22.0,GarnCh00,P0012
1994,2,44,NOR,RB,Arizona St.,21.0,BateMa00,P0215
1994,2,45,ATL,WR,Rice,23.0,EmanBe00,P0332
1994,2,58,KAN,RB,Miami (FL),21.0,BennDo00,
1994,2,61,BUF,TE,Florida St.,23.0,JohnLo00,
1994,3,66,CIN,FB,Ohio St.,23.0,CothJe00,
1994,3,68,WAS,WR,Fresno St.,22.0,WinaTy00,
1994,3,69,TAM,TE,LSU,24.0,BishHa00,
1994,3,70,SDG,WR,Kansas St.,21.0,ColeAn00,
1994,3,73,SEA,RB,Houston,23.0,SmitLa00,P0033
1994,3,80,RAI,RB,Nebraska,23.0,JoneCa00,
1994,3,83,RAM,RB,Auburn,22.0,BostJa00,
1994,3,84,GNB,RB,Northern Illinois,23.0,JohnLe01,
1994,3,87,SFO,WR,Tennessee,23.0,FlemCo20,
1994,3,91,PIT,RB,Texas Tech,22.0,MorrBa00,
1994,3,92,KAN,WR,Notre Dame,22.0,DawsLa01,
1994,3,95,NYG,RB,North Carolina St.,22.0,DownGa00,
1994,3,96,KAN,WR,Tulsa,23.0,PennCh00,
1994,3,101,HOU,WR,Fresno St.,21.0,FloyMa01,
1994,4,105,WAS,TE,Utah,24.0,HawsKu20,
1994,4,106,IND,TE,USC,23.0,BantBr00,
1994,4,108,RAM,WR,Rutgers,23.0,BranCh00,
1994,4,109,DAL,WR,Florida,23.0,JackWi00,P0120
1994,4,111,ATL,QB,C.W. Post,23.0,KleiPe20,
1994,4,114,CHI,RB,Ohio St.,23.0,HarrRa00,
1994,4,116,NOR,QB,Idaho,23.0,NussDo00,
1994,4,117,NYJ,WR,Troy,22.0,ParkOr20,
1994,4,121,NWE,TE,Virginia Tech,23.0,BurkJo00,
1994,5,137,SDG,TE,New Mexico St.,23.0,LainAa00,
1994,5,146,GNB,WR,Florida A&M,23.0,MickTe00,
1994,5,149,GNB,RB,Georgia Tech,24.0,LeveDo00,P0179
1994,5,157,HOU,TE,Arizona,23.0,LewiRo00,
1994,5,158,BUF,TE,Missouri,20.0,OfodA.00,
1994,5,160,SDG,RB,Towson,23.0,VinsTo00,
1994,6,164,IND,RB,Colorado,21.0,WarrLa00,P0271
1994,6,166,NWE,WR,Western Michigan,23.0,HawkSt20,
1994,6,167,RAM,TE,Oklahoma,23.0,BradRi20,
1994,6,172,ARI,TE,Kentucky,23.0,SamuTe20,
1994,6,176,NOR,WR,Texas Tech,22.0,MitcDe00,
1994,6,178,PIT,QB,Michigan St.,23.0,MillJi00,P0272
1994,6,179,MIN,TE,Western Carolina,22.0,JordAn00,
1994,6,181,GNB,WR,Wisconsin–LaCrosse,23.0,SchrBi00,P0063
1994,6,185,KAN,RB,Fresno St.,24.0,DaigAn20,
1994,6,192,BUF,WR,Florida St.,23.0,KnoxKe20,
1994,7,197,WAS,QB,Tulsa,23.0,FrerGu00,P0143
1994,7,198,NWE,QB,Howard,22.0,WalkJa22,
1994,7,199,KAN,QB,Memphis,23.0,MattSt00,
1994,7,201,ATL,RB,Utah,21.0,AndeJa00,P0048
1994,7,202,SEA,TE,East Carolina,23.0,CrumCa00,
1994,7,204,ARI,RB,Georgia,23.0,HarvFr20,
1994,7,208,NYJ,QB,Boston Col.,23.0,FoleGl00,
1994,7,212,DEN,RB,Ohio St.,21.0,BynoBu20,
1994,7,219,KAN,TE,Grambling St.,21.0,GreeTr01,
1995,1,1,CIN,RB,Penn St.,21.0,CartKi00,P0299
1995,1,3,HOU,QB,Alcorn St.,22.0,McNaSt00,P0070
1995,1,4,WAS,WR,Colorado,23.0,WestMi00,P0263
1995,1,5,CAR,QB,Penn St.,22.0,CollKe00,P0046
1995,1,8,SEA,WR,Ohio St.,23.0,GallJo00,P0265
1995,1,9,NYJ,TE,Penn St.,23.0,BradKy00,P0087
1995,1,10,SFO,WR,UCLA,22.0,StokJ.00,P0138
1995,1,17,NYG,RB,Michigan,23.0,WheaTy00,P0056
1995,1,18,OAK,RB,Washington,22.0,KaufNa00,P0163
1995,1,19,JAX,RB,Tennessee,23.0,StewJa00,P0036
1995,1,21,CHI,RB,Colorado,20.0,SalaRa00,
1995,1,27,PIT,TE,Washington,22.0,BrueMa00,P0213
1995,2,39,SEA,TE,Colorado,23.0,FaurCh00,P0194
1995,2,44,NOR,RB,Notre Dame,22.0,ZellRa00,
1995,2,45,BUF,QB,Michigan,23.0,CollTo00,
1995,2,46,DAL,RB,Alabama,22.0,WillSh00,
1995,2,47,ARI,WR,Auburn,22.0,SandFr00,P0080
1995,2,48,IND,TE,Illinois,24.0,DilgKe00,P0124
1995,2,51,SDG,RB,Wisconsin,21.0,FletTe00,P0104
1995,2,59,DAL,TE,Mississippi St.,22.0,WatkKe20,
1995,2,60,PIT,QB,Colorado,22.0,StewKo00,P0069
1995,3,66,GNB,FB,North Carolina,24.0,HendWi00,P0193
1995,3,67,HOU,WR,Ohio St.,23.0,SandCh00,P0156
1995,3,70,DET,TE,New Mexico,23.0,SloaDa00,P0161
1995,3,74,NWE,RB,Pittsburgh,22.0,MartCu00,P0011
1995,3,78,PHI,WR,Miami (FL),24.0,JoneCh01,
1995,3,79,IND,FB,Florida St.,22.0,CrocZa00,P0178
1995,3,80,ARI,QB,New Mexico,23.0,CaseSt00,
1995,3,81,KAN,WR,Florida St.,21.0,VanoTa00,
1995,3,84,CLE,QB,Georgia,23.0,ZeieEr00,
1995,3,86,OAK,RB,Central Oklahoma,23.0,AskaJo00,
1995,3,89,HOU,RB,Texas A&M,22.0,ThomRo00,
1995,3,90,GNB,WR,Virginia Tech,23.0,FreeAn00,P0052
1995,4,99,JAX,QB,USC,22.0,JohnRo00,P0095
1995,4,101,HOU,TE,Wisconsin,23.0,RoanMi00,
1995,4,104,SDG,RB,Tennessee,22.0,HaydAa00,
1995,4,107,NYJ,TE,Virginia,23.0,DaviTy00,P0229
1995,4,110,DAL,TE,Washington,23.0,BjorEr00,P0226
1995,4,113,BUF,WR,Stanford,22.0,ArmoJu00,
1995,4,115,STL,TE,Texas,23.0,PinkLo20,
1995,4,116,CHI,WR,Florida,22.0,JackJa20,
1995,4,119,PHI,QB,California,23.0,BarrDa20,
1995,4,122,MIA,TE,Boston Col.,23.0,MitcPe00,P0211
1995,4,131,BUF,TE,Stanford,23.0,ClinTo00,
1995,4,134,KAN,QB,Stanford,23.0,StenSt00,
1995,5,137,WAS,TE,Louisville,22.0,AsheJa00,
1995,5,139,CIN,WR,Fresno St.,23.0,DunnDa00,
1995,5,145,ATL,WR,Mississippi,23.0,PresRo00,
1995,5,156,DET,WR,Florida St.,23.0,McCoKe20,
1995,5,157,MIN,RB,Miami (FL),23.0,StewJa20,
1995,5,162,SDG,WR,Florida St.,23.0,ElliOm20,
1995,5,169,JAX,RB,Wyoming,23.0,ChriRy20,
1995,5,170,GNB,RB,The Citadel,23.0,JervTr00,
1995,6,184,NOR,WR,Wisconsin,23.0,DeRaLe00,
1995,6,186,DET,TE,Navy,24.0,HickKe00,
