method,target,tier,overlap,split
k=32,2004,250,70.4,train
k=32,2005,25,24.0,train
k=32,2005,50,44.0,train
k=32,2005,100,58.0,train
k=32,2005,150,66.0,train
k=32,2005,200,67.0,train
k=32,2005,250,70.0,train
k=32,2006,25,44.0,train
k=32,2006,50,46.0,train
k=32,2006,100,54.0,train
k=32,2006,150,62.666666666666664,train
k=32,2006,200,64.5,train
k=32,2006,250,68.0,train
k=32,2007,25,20.0,train
k=32,2007,50,46.0,train
k=32,2007,100,54.0,train
k=32,2007,150,58.0,train
k=32,2007,200,65.0,train
k=32,2007,250,68.0,train
k=32,2008,25,28.0,train
k=32,2008,50,50.0,train
k=32,2008,100,57.0,train
k=32,2008,150,57.333333333333336,train
k=32,2008,200,61.0,train
k=32,2008,250,67.6,train
k=32,2009,25,36.0,train
k=32,2009,50,50.0,train
k=32,2009,100,57.0,train
k=32,2009,150,58.666666666666664,train
k=32,2009,200,65.0,train
k=32,2009,250,70.4,train
k=32,2010,25,36.0,train
k=32,2010,50,52.0,train
k=32,2010,100,58.0,train
k=32,2010,150,64.0,train
k=32,2010,200,71.0,train
k=32,2010,250,73.6,train
k=32,2011,25,36.0,train
k=32,2011,50,38.0,train
k=32,2011,100,59.0,train
k=32,2011,150,59.333333333333336,train
k=32,2011,200,66.0,train
k=32,2011,250,72.4,train
k=32,2012,25,40.0,train
k=32,2012,50,44.0,train
k=32,2012,100,56.0,train
k=32,2012,150,62.666666666666664,train
k=32,2012,200,62.5,train
k=32,2012,250,66.4,train
k=32,2013,25,32.0,train
k=32,2013,50,48.0,train
k=32,2013,100,60.0,train
k=32,2013,150,63.333333333333336,train
k=32,2013,200,70.0,train
k=32,2013,250,70.4,train
A_carry_forward,2014,25,36.0,test
A_carry_forward,2014,50,58.0,test
A_carry_forward,2014,100,63.0,test
A_carry_forward,2014,150,64.66666666666667,test
A_carry_forward,2014,200,63.5,test
A_carry_forward,2014,250,63.6,test
A_carry_forward,2015,25,32.0,test
A_carry_forward,2015,50,48.0,test
A_carry_forward,2015,100,55.0,test
A_carry_forward,2015,150,62.666666666666664,test
A_carry_forward,2015,200,67.0,test
A_carry_forward,2015,250,66.4,test
A_carry_forward,2016,25,48.0,test
A_carry_forward,2016,50,56.0,test
A_carry_forward,2016,100,59.0,test
A_carry_forward,2016,150,63.333333333333336,test
A_carry_forward,2016,200,65.0,test
A_carry_forward,2016,250,66.4,test
A_carry_forward,2017,25,32.0,test
A_carry_forward,2017,50,62.0,test
A_carry_forward,2017,100,62.0,test
A_carry_forward,2017,150,64.0,test
A_carry_forward,2017,200,64.5,test
A_carry_forward,2017,250,66.8,test
A_carry_forward,2018,25,40.0,test
A_carry_forward,2018,50,50.0,test
A_carry_forward,2018,100,54.0,test
A_carry_forward,2018,150,60.0,test
A_carry_forward,2018,200,64.5,test
A_carry_forward,2018,250,65.2,test
A_carry_forward,2019,25,44.0,test
A_carry_forward,2019,50,46.0,test
A_carry_forward,2019,100,64.0,test
A_carry_forward,2019,150,68.0,test
A_carry_forward,2019,200,69.5,test
A_carry_forward,2019,250,68.0,test
A_carry_forward,2020,25,48.0,test
A_carry_forward,2020,50,52.0,test
A_carry_forward,2020,100,62.0,test
A_carry_forward,2020,150,64.66666666666667,test
A_carry_forward,2020,200,67.5,test
A_carry_forward,2020,250,70.8,test
A_carry_forward,2021,25,48.0,test
A_carry_forward,2021,50,50.0,test
A_carry_forward,2021,100,62.0,test
A_carry_forward,2021,150,64.66666666666667,test
A_carry_forward,2021,200,67.0,test
A_carry_forward,2021,250,68.0,test
A_carry_forward,2022,25,48.0,test
A_carry_forward,2022,50,54.0,test
A_carry_forward,2022,100,68.0,test
A_carry_forward,2022,150,66.66666666666667,test
A_carry_forward,2022,200,70.5,test
A_carry_forward,2022,250,69.2,test
A_carry_forward,2023,25,36.0,test
A_carry_forward,2023,50,44.0,test
A_carry_forward,2023,100,60.0,test
A_carry_forward,2023,150,65.33333333333333,test
A_carry_forward,2023,200,69.0,test
A_carry_forward,2023,250,68.8,test
A_carry_forward,2024,25,28.0,test
A_carry_forward,2024,50,42.0,test
A_carry_forward,2024,100,60.0,test
A_carry_forward,2024,150,66.66666666666667,test
A_carry_forward,2024,200,70.0,test
A_carry_forward,2024,250,71.2,test
A_carry_forward,2025,25,48.0,test
A_carry_forward,2025,50,52.0,test
A_carry_forward,2025,100,63.0,test
A_carry_forward,2025,150,66.0,test
A_carry_forward,2025,200,69.0,test
A_carry_forward,2025,250,71.2,test
B_raw_ppg (k=0),2014,25,44.0,test
B_raw_ppg (k=0),2014,50,64.0,test
B_raw_ppg (k=0),2014,100,59.0,test
B_raw_ppg (k=0),2014,150,61.333333333333336,test
B_raw_ppg (k=0),2014,200,62.0,test
B_raw_ppg (k=0),2014,250,63.6,test
B_raw_ppg (k=0),2015,25,28.0,test
B_raw_ppg (k=0),2015,50,44.0,test
B_raw_ppg (k=0),2015,100,55.0,test
B_raw_ppg (k=0),2015,150,61.333333333333336,test
B_raw_ppg (k=0),2015,200,66.5,test
B_raw_ppg (k=0),2015,250,66.4,test
B_raw_ppg (k=0),2016,25,52.0,test
B_raw_ppg (k=0),2016,50,60.0,test
B_raw_ppg (k=0),2016,100,60.0,test
B_raw_ppg (k=0),2016,150,62.0,test
B_raw_ppg (k=0),2016,200,63.5,test
B_raw_ppg (k=0),2016,250,66.4,test
B_raw_ppg (k=0),2017,25,40.0,test
B_raw_ppg (k=0),2017,50,58.0,test
B_raw_ppg (k=0),2017,100,65.0,test
B_raw_ppg (k=0),2017,150,63.333333333333336,test
B_raw_ppg (k=0),2017,200,64.0,test
B_raw_ppg (k=0),2017,250,66.8,test
B_raw_ppg (k=0),2018,25,40.0,test
B_raw_ppg (k=0),2018,50,58.0,test
B_raw_ppg (k=0),2018,100,58.0,test
B_raw_ppg (k=0),2018,150,60.666666666666664,test
B_raw_ppg (k=0),2018,200,65.0,test
B_raw_ppg (k=0),2018,250,65.2,test
B_raw_ppg (k=0),2019,25,36.0,test
B_raw_ppg (k=0),2019,50,56.0,test
B_raw_ppg (k=0),2019,100,65.0,test
B_raw_ppg (k=0),2019,150,66.0,test
B_raw_ppg (k=0),2019,200,68.0,test
B_raw_ppg (k=0),2019,250,68.0,test
B_raw_ppg (k=0),2020,25,44.0,test
B_raw_ppg (k=0),2020,50,50.0,test
B_raw_ppg (k=0),2020,100,59.0,test
B_raw_ppg (k=0),2020,150,64.0,test
B_raw_ppg (k=0),2020,200,66.0,test
B_raw_ppg (k=0),2020,250,70.8,test
B_raw_ppg (k=0),2021,25,48.0,test
B_raw_ppg (k=0),2021,50,56.0,test
B_raw_ppg (k=0),2021,100,63.0,test
B_raw_ppg (k=0),2021,150,63.333333333333336,test
B_raw_ppg (k=0),2021,200,67.0,test
B_raw_ppg (k=0),2021,250,68.0,test
B_raw_ppg (k=0),2022,25,48.0,test
B_raw_ppg (k=0),2022,50,60.0,test
B_raw_ppg (k=0),2022,100,64.0,test
B_raw_ppg (k=0),2022,150,68.0,test
B_raw_ppg (k=0),2022,200,68.5,test
B_raw_ppg (k=0),2022,250,69.2,test
B_raw_ppg (k=0),2023,25,40.0,test
B_raw_ppg (k=0),2023,50,50.0,test
B_raw_ppg (k=0),2023,100,58.0,test
B_raw_ppg (k=0),2023,150,65.33333333333333,test
B_raw_ppg (k=0),2023,200,65.5,test
B_raw_ppg (k=0),2023,250,68.8,test
B_raw_ppg (k=0),2024,25,36.0,test
B_raw_ppg (k=0),2024,50,48.0,test
B_raw_ppg (k=0),2024,100,62.0,test
B_raw_ppg (k=0),2024,150,63.333333333333336,test
B_raw_ppg (k=0),2024,200,69.5,test
B_raw_ppg (k=0),2024,250,71.2,test
B_raw_ppg (k=0),2025,25,48.0,test
B_raw_ppg (k=0),2025,50,50.0,test
B_raw_ppg (k=0),2025,100,63.0,test
B_raw_ppg (k=0),2025,150,66.0,test
B_raw_ppg (k=0),2025,200,69.0,test
B_raw_ppg (k=0),2025,250,71.2,test
D_shrunk k=0 (obj 1),2014,25,44.0,test
D_shrunk k=0 (obj 1),2014,50,64.0,test
D_shrunk k=0 (obj 1),2014,100,59.0,test
D_shrunk k=0 (obj 1),2014,150,61.333333333333336,test
D_shrunk k=0 (obj 1),2014,200,62.0,test
D_shrunk k=0 (obj 1),2014,250,63.6,test
D_shrunk k=0 (obj 1),2015,25,28.0,test
D_shrunk k=0 (obj 1),2015,50,44.0,test
D_shrunk k=0 (obj 1),2015,100,55.0,test
D_shrunk k=0 (obj 1),2015,150,61.333333333333336,test
D_shrunk k=0 (obj 1),2015,200,66.5,test
D_shrunk k=0 (obj 1),2015,250,66.4,test
D_shrunk k=0 (obj 1),2016,25,52.0,test
D_shrunk k=0 (obj 1),2016,50,60.0,test
D_shrunk k=0 (obj 1),2016,100,60.0,test
D_shrunk k=0 (obj 1),2016,150,62.0,test
D_shrunk k=0 (obj 1),2016,200,63.5,test
D_shrunk k=0 (obj 1),2016,250,66.4,test
D_shrunk k=0 (obj 1),2017,25,40.0,test
D_shrunk k=0 (obj 1),2017,50,58.0,test
D_shrunk k=0 (obj 1),2017,100,65.0,test
D_shrunk k=0 (obj 1),2017,150,63.333333333333336,test
D_shrunk k=0 (obj 1),2017,200,64.0,test
D_shrunk k=0 (obj 1),2017,250,66.8,test
D_shrunk k=0 (obj 1),2018,25,40.0,test
D_shrunk k=0 (obj 1),2018,50,58.0,test
D_shrunk k=0 (obj 1),2018,100,58.0,test
D_shrunk k=0 (obj 1),2018,150,60.666666666666664,test
D_shrunk k=0 (obj 1),2018,200,65.0,test
D_shrunk k=0 (obj 1),2018,250,65.2,test
D_shrunk k=0 (obj 1),2019,25,36.0,test
D_shrunk k=0 (obj 1),2019,50,56.0,test
D_shrunk k=0 (obj 1),2019,100,65.0,test
D_shrunk k=0 (obj 1),2019,150,66.0,test
D_shrunk k=0 (obj 1),2019,200,68.0,test
D_shrunk k=0 (obj 1),2019,250,68.0,test
D_shrunk k=0 (obj 1),2020,25,44.0,test
D_shrunk k=0 (obj 1),2020,50,50.0,test
D_shrunk k=0 (obj 1),2020,100,59.0,test
D_shrunk k=0 (obj 1),2020,150,64.0,test
D_shrunk k=0 (obj 1),2020,200,66.0,test
D_shrunk k=0 (obj 1),2020,250,70.8,test
D_shrunk k=0 (obj 1),2021,25,48.0,test
D_shrunk k=0 (obj 1),2021,50,56.0,test
D_shrunk k=0 (obj 1),2021,100,63.0,test
D_shrunk k=0 (obj 1),2021,150,63.333333333333336,test
D_shrunk k=0 (obj 1),2021,200,67.0,test
D_shrunk k=0 (obj 1),2021,250,68.0,test
D_shrunk k=0 (obj 1),2022,25,48.0,test
D_shrunk k=0 (obj 1),2022,50,60.0,test
D_shrunk k=0 (obj 1),2022,100,64.0,test
D_shrunk k=0 (obj 1),2022,150,68.0,test
D_shrunk k=0 (obj 1),2022,200,68.5,test
D_shrunk k=0 (obj 1),2022,250,69.2,test
D_shrunk k=0 (obj 1),2023,25,40.0,test
D_shrunk k=0 (obj 1),2023,50,50.0,test
D_shrunk k=0 (obj 1),2023,100,58.0,test
D_shrunk k=0 (obj 1),2023,150,65.33333333333333,test
D_shrunk k=0 (obj 1),2023,200,65.5,test
D_shrunk k=0 (obj 1),2023,250,68.8,test
D_shrunk k=0 (obj 1),2024,25,36.0,test
D_shrunk k=0 (obj 1),2024,50,48.0,test
D_shrunk k=0 (obj 1),2024,100,62.0,test
D_shrunk k=0 (obj 1),2024,150,63.333333333333336,test
D_shrunk k=0 (obj 1),2024,200,69.5,test
D_shrunk k=0 (obj 1),2024,250,71.2,test
D_shrunk k=0 (obj 1),2025,25,48.0,test
D_shrunk k=0 (obj 1),2025,50,50.0,test
D_shrunk k=0 (obj 1),2025,100,63.0,test
D_shrunk k=0 (obj 1),2025,150,66.0,test
D_shrunk k=0 (obj 1),2025,200,69.0,test
D_shrunk k=0 (obj 1),2025,250,71.2,test
F_shrunk k=4 (obj 2),2014,25,40.0,test
F_shrunk k=4 (obj 2),2014,50,64.0,test
F_shrunk k=4 (obj 2),2014,100,58.0,test
F_shrunk k=4 (obj 2),2014,150,61.333333333333336,test
F_shrunk k=4 (obj 2),2014,200,62.5,test
F_shrunk k=4 (obj 2),2014,250,63.6,test
F_shrunk k=4 (obj 2),2015,25,32.0,test
F_shrunk k=4 (obj 2),2015,50,48.0,test
F_shrunk k=4 (obj 2),2015,100,53.0,test
F_shrunk k=4 (obj 2),2015,150,61.333333333333336,test
F_shrunk k=4 (obj 2),2015,200,66.5,test
F_shrunk k=4 (obj 2),2015,250,66.4,test
F_shrunk k=4 (obj 2),2016,25,56.0,test
F_shrunk k=4 (obj 2),2016,50,62.0,test
F_shrunk k=4 (obj 2),2016,100,59.0,test
F_shrunk k=4 (obj 2),2016,150,61.333333333333336,test
F_shrunk k=4 (obj 2),2016,200,64.0,test
F_shrunk k=4 (obj 2),2016,250,66.4,test
F_shrunk k=4 (obj 2),2017,25,44.0,test
F_shrunk k=4 (obj 2),2017,50,56.0,test
F_shrunk k=4 (obj 2),2017,100,64.0,test
F_shrunk k=4 (obj 2),2017,150,62.666666666666664,test
F_shrunk k=4 (obj 2),2017,200,63.5,test
F_shrunk k=4 (obj 2),2017,250,66.8,test
F_shrunk k=4 (obj 2),2018,25,48.0,test
F_shrunk k=4 (obj 2),2018,50,54.0,test
F_shrunk k=4 (obj 2),2018,100,58.0,test
F_shrunk k=4 (obj 2),2018,150,61.333333333333336,test
F_shrunk k=4 (obj 2),2018,200,65.0,test
F_shrunk k=4 (obj 2),2018,250,65.2,test
F_shrunk k=4 (obj 2),2019,25,36.0,test
F_shrunk k=4 (obj 2),2019,50,52.0,test
F_shrunk k=4 (obj 2),2019,100,64.0,test
F_shrunk k=4 (obj 2),2019,150,67.33333333333333,test
F_shrunk k=4 (obj 2),2019,200,68.0,test
F_shrunk k=4 (obj 2),2019,250,68.0,test
F_shrunk k=4 (obj 2),2020,25,44.0,test
F_shrunk k=4 (obj 2),2020,50,50.0,test
F_shrunk k=4 (obj 2),2020,100,58.0,test
F_shrunk k=4 (obj 2),2020,150,64.0,test
F_shrunk k=4 (obj 2),2020,200,66.5,test
F_shrunk k=4 (obj 2),2020,250,70.8,test
F_shrunk k=4 (obj 2),2021,25,48.0,test
F_shrunk k=4 (obj 2),2021,50,52.0,test
F_shrunk k=4 (obj 2),2021,100,63.0,test
F_shrunk k=4 (obj 2),2021,150,64.0,test
F_shrunk k=4 (obj 2),2021,200,67.0,test
F_shrunk k=4 (obj 2),2021,250,68.0,test
F_shrunk k=4 (obj 2),2022,25,44.0,test
F_shrunk k=4 (obj 2),2022,50,58.0,test
F_shrunk k=4 (obj 2),2022,100,65.0,test
F_shrunk k=4 (obj 2),2022,150,68.0,test
F_shrunk k=4 (obj 2),2022,200,68.5,test
F_shrunk k=4 (obj 2),2022,250,69.2,test
F_shrunk k=4 (obj 2),2023,25,36.0,test
F_shrunk k=4 (obj 2),2023,50,50.0,test
F_shrunk k=4 (obj 2),2023,100,59.0,test
F_shrunk k=4 (obj 2),2023,150,64.66666666666667,test
F_shrunk k=4 (obj 2),2023,200,65.5,test
F_shrunk k=4 (obj 2),2023,250,68.8,test
F_shrunk k=4 (obj 2),2024,25,40.0,test
F_shrunk k=4 (obj 2),2024,50,46.0,test
F_shrunk k=4 (obj 2),2024,100,61.0,test
F_shrunk k=4 (obj 2),2024,150,62.666666666666664,test
F_shrunk k=4 (obj 2),2024,200,69.0,test
F_shrunk k=4 (obj 2),2024,250,71.2,test
F_shrunk k=4 (obj 2),2025,25,52.0,test
F_shrunk k=4 (obj 2),2025,50,54.0,test
F_shrunk k=4 (obj 2),2025,100,61.0,test
F_shrunk k=4 (obj 2),2025,150,66.0,test
F_shrunk k=4 (obj 2),2025,200,69.0,test
F_shrunk k=4 (obj 2),2025,250,71.2,test
E_shrunk per-position k,2014,25,40.0,test
E_shrunk per-position k,2014,50,60.0,test
E_shrunk per-position k,2014,100,58.0,test
E_shrunk per-position k,2014,150,61.333333333333336,test
E_shrunk per-position k,2014,200,62.5,test
E_shrunk per-position k,2014,250,63.6,test
E_shrunk per-position k,2015,25,28.0,test
E_shrunk per-position k,2015,50,48.0,test
E_shrunk per-position k,2015,100,54.0,test
E_shrunk per-position k,2015,150,61.333333333333336,test
E_shrunk per-position k,2015,200,65.5,test
E_shrunk per-position k,2015,250,66.4,test
E_shrunk per-position k,2016,25,52.0,test
E_shrunk per-position k,2016,50,60.0,test
E_shrunk per-position k,2016,100,59.0,test
E_shrunk per-position k,2016,150,62.0,test
E_shrunk per-position k,2016,200,63.5,test
E_shrunk per-position k,2016,250,66.4,test
E_shrunk per-position k,2017,25,44.0,test
E_shrunk per-position k,2017,50,56.0,test
E_shrunk per-position k,2017,100,64.0,test
E_shrunk per-position k,2017,150,62.666666666666664,test
E_shrunk per-position k,2017,200,63.0,test
E_shrunk per-position k,2017,250,66.8,test
E_shrunk per-position k,2018,25,48.0,test
E_shrunk per-position k,2018,50,58.0,test
E_shrunk per-position k,2018,100,58.0,test
E_shrunk per-position k,2018,150,60.666666666666664,test
E_shrunk per-position k,2018,200,64.5,test
E_shrunk per-position k,2018,250,65.2,test
E_shrunk per-position k,2019,25,36.0,test
E_shrunk per-position k,2019,50,56.0,test
E_shrunk per-position k,2019,100,65.0,test
E_shrunk per-position k,2019,150,66.0,test
E_shrunk per-position k,2019,200,67.0,test
E_shrunk per-position k,2019,250,68.0,test
E_shrunk per-position k,2020,25,52.0,test
E_shrunk per-position k,2020,50,52.0,test
E_shrunk per-position k,2020,100,59.0,test
E_shrunk per-position k,2020,150,63.333333333333336,test
E_shrunk per-position k,2020,200,66.0,test
E_shrunk per-position k,2020,250,70.8,test
E_shrunk per-position k,2021,25,48.0,test
E_shrunk per-position k,2021,50,52.0,test
E_shrunk per-position k,2021,100,62.0,test
E_shrunk per-position k,2021,150,63.333333333333336,test
E_shrunk per-position k,2021,200,66.5,test
E_shrunk per-position k,2021,250,68.0,test
E_shrunk per-position k,2022,25,48.0,test
E_shrunk per-position k,2022,50,56.0,test
E_shrunk per-position k,2022,100,64.0,test
E_shrunk per-position k,2022,150,67.33333333333333,test
E_shrunk per-position k,2022,200,68.0,test
E_shrunk per-position k,2022,250,69.2,test
E_shrunk per-position k,2023,25,40.0,test
E_shrunk per-position k,2023,50,48.0,test
E_shrunk per-position k,2023,100,58.0,test
E_shrunk per-position k,2023,150,65.33333333333333,test
E_shrunk per-position k,2023,200,66.0,test
E_shrunk per-position k,2023,250,68.8,test
E_shrunk per-position k,2024,25,36.0,test
E_shrunk per-position k,2024,50,42.0,test
E_shrunk per-position k,2024,100,61.0,test
E_shrunk per-position k,2024,150,62.666666666666664,test
E_shrunk per-position k,2024,200,68.5,test
E_shrunk per-position k,2024,250,71.2,test
E_shrunk per-position k,2025,25,44.0,test
E_shrunk per-position k,2025,50,52.0,test
E_shrunk per-position k,2025,100,62.0,test
E_shrunk per-position k,2025,150,66.66666666666667,test
E_shrunk per-position k,2025,200,68.0,test
E_shrunk per-position k,2025,250,71.2,test
